date;real_TR;dividend_yield;earnings_yield;inflation_1yr;inflation_2yr;inflation_5yr;inflation_10yr;ln_CAPE5;ln_CAPE10;ln_TR_CAPE;excess_CAPE_yield;sqrt_excess_CAPE_yield;detrended;detrended_off1yr;detrended_off2yr;detrended_off5yr;detrended_off7yr;detrended_off10yr;detrended_SMA_1yr;detrended_SMA_2yr;detrended_SMA_5yr;detrended_SMA_10yr;detrended_SMA_avg;detrended_BB_1yr;detrended_BB_2yr;detrended_BB_5yr;detrended_BB_10yr;detrended_BB_avg;detrended_plus_slope_1yr;detrended_plus_slope_2yrs;detrended_plus_slope_5yrs;detrended_sqr;detrended_sqr_off1yr;detrended_sqr_off2yr;detrended_sqr_off5yr;detrended_sqr_off7yr;detrended_sqr_off10yr;detrended_cutoff_hi_03;detrended_cutoff_low_03;return_avg_normalized;stdev_avg_normalized;TR_max;TR_max_off_m1yr;TR_max_off_m2yr;TR_max_off_m5yr;TR_max_off1yr;TR_max_off2yr;TR_max_off5yr;TR_max_off7yr;TR_max_off10yr;TR_min;TR_ratio;time_since_max;nominal_interest_rate_10yr;real_interest_rate_10yr;real_return_1yr;real_return_2yr;real_return_3yr;real_return_5yr;real_return_7yr;real_return_avg_1_7yrs;real_return_9yr;real_return_10yr;real_return_11yr;real_return_12yr;real_return_13yr;real_return_15yr;real_return_min;real_return_avg_9_15yrs;real_return_max;real_return_sd;real_return_20yr;real_return_25yr;real_return_6mth_cutoff_m12pc;real_return_1yr_cutoff_m20pc;real_return_10yr_cutoff_2pc;SMA_real_return_10yr_cutoff_m10pc;real_return_10yr_cutoff_11pc;SMA_real_return_10yr_cutoff_75pc;SMA_real_return_15yr_cutoff_150pc;curv_1yr;curv_2yr;curv_5yr;curv_avg;sd_6mo;sd_1yr;sd_2yr;sd_5yr;sd_10yr;sd_15yr;sd_avg;BB_6mo;BB_1yr;BB_2yr;BB_5yr;BB_avg;SMA_1yr_2yr;SMA_1yr_5yr;SMA_2yr_5yr;SMA_ratio_avg;future_real_return_1yr;future_real_return_2yr;future_real_return_3yr;future_real_return_5yr;future_real_return_7yr;future_real_return_avg_1_7yrs;future_real_return_9yr;future_real_return_10yr;future_real_return_11yr;future_real_return_12yr;future_real_return_13yr;future_real_return_15yr;future_real_return_avg_9_15yrs;future_real_return_20yr;future_real_return_25yr;future_TR_ratio_1yr;future_TR_ratio_2yr;future_TR_ratio_5yr
1996.29;4656.179;0.0219;0.0530;0.027;0.029;0.029;0.037;3.237;3.236;3.371;0.011;0.106;0.150;-0.023;-0.083;-0.056;-0.128;-0.148;0.076;0.025;0.019;0.00;0.03;1.04;1.04;1.15;0.79;1.01;0.236;0.302;0.219;0.023;-0.001;-0.007;-0.003;-0.016;-0.022;0.000;0.000;0.557;0.154;0.009;0.279;0.449;0.709;-0.211;-0.263;-0.410;-0.465;-0.610;0.996;1.013;0.167;0.0651;0.0382;0.23;0.19;0.13;0.11;0.10;0.15;0.09;0.10;0.12;0.12;0.11;0.11;0.09;0.11;0.23;0.04;0.08;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.01;0.26;0.04;0.10;0.05;0.07;0.09;0.07;0.08;0.11;0.08;1.05;1.20;1.13;1.09;1.12;1.13;1.34;1.25;1.24;0.22;0.29;0.25;0.12;0.03;-0.12;0.06;0.06;0.06;0.05;0.01;0.04;0.05;0.06;0.07;1.15;1.55;2.07
1996.38;4756.728;0.0215;0.0524;0.027;0.029;0.029;0.036;3.250;3.251;3.385;0.008;0.091;0.166;0.003;-0.079;-0.066;-0.099;-0.151;0.096;0.032;0.021;0.01;0.04;1.20;1.05;1.16;0.82;1.06;0.243;0.325;0.242;0.028;0.000;-0.006;-0.004;-0.010;-0.023;0.000;0.000;0.583;0.188;0.000;0.255;0.453;0.738;-0.203;-0.278;-0.422;-0.477;-0.617;0.975;1.026;0.000;0.0674;0.0405;0.22;0.20;0.14;0.12;0.10;0.16;0.08;0.10;0.12;0.13;0.11;0.11;0.08;0.11;0.22;0.04;0.08;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.03;0.22;0.05;0.08;0.04;0.07;0.10;0.07;0.08;0.11;0.08;1.58;1.34;1.14;1.10;1.29;1.16;1.38;1.26;1.27;0.15;0.30;0.26;0.11;0.04;-0.10;0.06;0.06;0.06;0.05;0.01;0.04;0.05;0.06;0.07;1.15;1.60;2.07
1996.46;4814.506;0.0213;0.0522;0.028;0.028;0.028;0.036;3.253;3.257;3.390;0.006;0.077;0.173;0.027;-0.077;-0.071;-0.073;-0.131;0.115;0.029;0.023;0.00;0.04;1.19;1.00;1.12;0.81;1.03;0.243;0.337;0.256;0.030;0.001;-0.006;-0.005;-0.005;-0.017;0.000;0.000;0.609;0.221;0.000;0.234;0.459;0.759;-0.189;-0.287;-0.429;-0.483;-0.612;0.963;1.038;0.000;0.0691;0.0416;0.19;0.21;0.14;0.12;0.10;0.15;0.08;0.10;0.12;0.13;0.11;0.12;0.08;0.11;0.21;0.04;0.08;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.03;0.17;0.05;0.06;0.04;0.06;0.10;0.07;0.08;0.11;0.08;1.60;1.34;1.10;1.08;1.28;1.18;1.43;1.32;1.31;0.24;0.29;0.25;0.12;0.04;-0.07;0.06;0.06;0.07;0.05;0.02;0.04;0.05;0.05;0.07;1.20;1.60;2.07
1996.54;4638.325;0.0224;0.0548;0.027;0.026;0.028;0.036;3.205;3.213;3.346;0.008;0.091;0.130;0.056;-0.090;-0.070;-0.054;-0.155;0.092;0.022;0.018;0.00;0.03;0.09;0.64;0.82;0.65;0.55;0.185;0.291;0.217;0.017;0.003;-0.008;-0.005;-0.003;-0.024;0.000;0.000;0.625;0.239;0.038;0.192;0.471;0.748;-0.129;-0.260;-0.406;-0.463;-0.597;1.000;1.038;0.083;0.0687;0.0419;0.15;0.17;0.12;0.10;0.09;0.13;0.07;0.09;0.11;0.12;0.11;0.11;0.07;0.10;0.17;0.03;0.08;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.04;0.10;0.03;0.03;0.02;0.06;0.09;0.07;0.08;0.11;0.07;-1.38;0.58;0.81;0.90;0.22;1.23;1.47;1.34;1.35;0.36;0.31;0.27;0.13;0.05;-0.02;0.06;0.06;0.07;0.05;0.02;0.04;0.05;0.06;0.07;1.26;1.60;2.07
1996.63;4771.948;0.0219;0.0538;0.027;0.026;0.028;0.036;3.223;3.235;3.367;0.010;0.098;0.153;0.054;-0.069;-0.051;-0.015;-0.139;0.118;0.030;0.020;0.00;0.04;0.57;0.74;0.90;0.70;0.73;0.194;0.313;0.246;0.023;0.003;-0.005;-0.003;0.000;-0.019;0.000;0.000;0.647;0.264;0.009;0.189;0.433;0.707;-0.151;-0.281;-0.409;-0.461;-0.607;1.000;1.009;0.167;0.0664;0.0396;0.14;0.19;0.13;0.11;0.09;0.13;0.08;0.10;0.12;0.12;0.11;0.12;0.08;0.11;0.19;0.03;0.08;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.08;0.06;0.04;0.01;0.02;0.05;0.09;0.08;0.08;0.11;0.07;1.06;1.00;0.90;0.95;0.98;1.21;1.44;1.34;1.33;0.39;0.32;0.27;0.12;0.05;-0.02;0.06;0.06;0.07;0.04;0.02;0.04;0.05;0.06;0.07;1.33;1.66;2.07
1996.71;4853.171;0.0217;0.0533;0.027;0.027;0.028;0.036;3.229;3.246;3.377;0.007;0.085;0.165;0.083;-0.069;-0.064;-0.019;-0.174;0.124;0.030;0.021;0.00;0.04;0.80;0.76;0.92;0.72;0.80;0.198;0.323;0.263;0.027;0.007;-0.005;-0.004;0.000;-0.030;0.000;0.000;0.665;0.284;0.000;0.157;0.436;0.733;-0.136;-0.293;-0.419;-0.469;-0.614;1.000;1.000;0.000;0.0683;0.0416;0.15;0.20;0.13;0.12;0.09;0.14;0.10;0.10;0.12;0.12;0.11;0.12;0.09;0.11;0.20;0.03;0.09;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.08;0.02;0.05;0.00;0.03;0.04;0.09;0.08;0.08;0.11;0.07;1.73;1.21;0.93;0.96;1.21;1.24;1.50;1.38;1.37;0.37;0.26;0.25;0.11;0.05;0.00;0.06;0.06;0.06;0.04;0.02;0.03;0.05;0.06;0.07;1.34;1.66;2.07
1996.79;5037.184;0.0210;0.0526;0.031;0.028;0.028;0.037;3.255;3.277;3.406;0.009;0.096;0.197;0.083;-0.079;-0.069;-0.026;-0.181;0.149;0.038;0.027;0.01;0.06;1.74;0.92;1.02;0.80;1.12;0.227;0.353;0.301;0.039;0.007;-0.006;-0.005;-0.001;-0.033;0.000;0.000;0.686;0.310;0.000;0.194;0.498;0.799;-0.163;-0.318;-0.440;-0.488;-0.628;0.989;1.011;0.000;0.0653;0.0347;0.17;0.23;0.15;0.13;0.10;0.15;0.12;0.10;0.12;0.12;0.12;0.12;0.10;0.12;0.23;0.04;0.09;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.07;0.00;0.08;0.00;0.04;0.04;0.09;0.08;0.09;0.11;0.08;2.41;1.84;1.07;1.03;1.59;1.25;1.51;1.41;1.39;0.33;0.21;0.23;0.07;0.05;0.02;0.05;0.06;0.06;0.04;0.02;0.03;0.04;0.05;0.07;1.35;1.66;2.07
1996.88;5281.705;0.0201;0.0514;0.033;0.029;0.028;0.037;3.290;3.317;3.446;0.011;0.106;0.239;0.102;-0.090;-0.077;-0.052;-0.153;0.185;0.047;0.037;0.02;0.07;2.38;1.13;1.15;0.89;1.39;0.276;0.394;0.351;0.057;0.010;-0.008;-0.006;-0.003;-0.023;0.000;0.000;0.715;0.346;0.000;0.223;0.579;0.891;-0.182;-0.350;-0.466;-0.512;-0.644;0.944;1.060;0.000;0.0620;0.0288;0.18;0.26;0.16;0.13;0.11;0.17;0.13;0.11;0.12;0.13;0.12;0.13;0.11;0.12;0.26;0.05;0.09;0.07;0.00;0.00;0.00;0.00;0.00;0.14;0.00;-0.02;-0.02;0.08;0.02;0.07;0.05;0.09;0.08;0.09;0.11;0.08;2.38;2.28;1.26;1.12;1.76;1.29;1.55;1.41;1.42;0.29;0.18;0.20;0.07;0.04;0.00;0.04;0.05;0.06;0.01;0.02;0.03;0.04;0.05;0.07;1.37;1.66;2.07
1996.96;5345.040;0.0200;0.0521;0.027;0.027;0.028;0.036;3.289;3.322;3.450;0.010;0.099;0.245;0.131;-0.105;-0.074;-0.032;-0.142;0.183;0.055;0.053;0.02;0.08;1.92;1.11;1.11;0.88;1.25;0.292;0.395;0.365;0.060;0.017;-0.011;-0.005;-0.001;-0.020;0.000;0.000;0.744;0.382;0.000;0.196;0.614;0.897;-0.164;-0.358;-0.472;-0.516;-0.643;0.932;1.072;0.000;0.0630;0.0358;0.20;0.26;0.16;0.12;0.11;0.17;0.12;0.10;0.12;0.13;0.12;0.13;0.10;0.12;0.26;0.05;0.09;0.06;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.02;-0.02;0.09;0.03;0.08;0.06;0.09;0.08;0.09;0.11;0.09;1.78;1.93;1.24;1.09;1.51;1.35;1.59;1.41;1.45;0.26;0.24;0.23;0.08;0.04;0.01;0.05;0.06;0.05;0.01;0.02;0.03;0.04;0.05;0.07;1.37;1.66;2.07
1997.04;5501.844;0.0195;0.0512;0.027;0.027;0.028;0.036;3.304;3.344;3.471;0.006;0.077;0.269;0.121;-0.090;-0.010;-0.070;-0.089;0.219;0.073;0.055;0.04;0.10;1.94;1.22;1.13;0.91;1.30;0.324;0.414;0.400;0.072;0.015;-0.008;0.000;-0.005;-0.008;0.000;0.000;0.786;0.429;0.000;0.236;0.628;0.822;-0.188;-0.376;-0.451;-0.530;-0.632;0.906;1.104;0.000;0.0658;0.0387;0.17;0.25;0.17;0.13;0.12;0.17;0.12;0.10;0.12;0.12;0.13;0.13;0.10;0.12;0.25;0.04;0.09;0.07;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.07;-0.02;0.11;0.05;0.08;0.06;0.09;0.09;0.09;0.12;0.09;1.80;1.94;1.32;1.11;1.54;1.32;1.47;1.41;1.40;0.26;0.25;0.23;0.08;0.04;0.02;0.05;0.05;0.05;0.00;0.02;0.03;0.03;0.05;0.07;1.39;1.72;2.07
1997.13;5723.832;0.0188;0.0498;0.025;0.027;0.028;0.036;3.330;3.376;3.502;0.006;0.080;0.303;0.170;-0.062;-0.025;-0.105;-0.036;0.230;0.091;0.058;0.05;0.11;1.96;1.37;1.18;0.96;1.37;0.382;0.448;0.446;0.092;0.029;-0.004;-0.001;-0.011;-0.001;0.003;0.000;0.832;0.483;0.000;0.218;0.638;0.914;-0.179;-0.390;-0.472;-0.548;-0.625;0.871;1.148;0.000;0.0642;0.0392;0.23;0.27;0.19;0.14;0.13;0.19;0.12;0.10;0.11;0.13;0.13;0.14;0.10;0.12;0.27;0.05;0.10;0.07;0.00;0.00;0.00;0.00;0.00;0.34;0.00;0.12;-0.02;0.11;0.07;0.08;0.07;0.09;0.09;0.09;0.12;0.09;1.96;1.95;1.44;1.16;1.63;1.34;1.57;1.47;1.46;0.21;0.25;0.21;0.07;0.04;0.07;0.04;0.05;0.04;0.00;0.02;0.03;0.03;0.05;0.07;1.39;1.80;2.07
1997.21;5673.945;0.0190;0.0508;0.024;0.026;0.028;0.036;3.308;3.360;3.485;0.004;0.064;0.289;0.157;-0.046;-0.045;-0.089;-0.002;0.219;0.094;0.053;0.04;0.10;1.38;1.18;1.05;0.88;1.12;0.379;0.430;0.442;0.083;0.025;-0.002;-0.002;-0.008;0.000;0.000;0.000;0.872;0.527;0.009;0.227;0.603;0.943;-0.172;-0.371;-0.468;-0.545;-0.607;0.878;1.148;0.083;0.0669;0.0432;0.22;0.24;0.21;0.14;0.13;0.19;0.12;0.10;0.11;0.13;0.13;0.13;0.10;0.12;0.24;0.05;0.10;0.07;0.00;0.00;0.00;0.00;0.00;0.28;0.00;0.15;-0.03;0.10;0.07;0.07;0.08;0.09;0.09;0.09;0.12;0.09;1.35;1.47;1.26;1.06;1.28;1.31;1.58;1.43;1.44;0.30;0.26;0.20;0.06;0.05;0.07;0.04;0.05;0.04;-0.01;0.02;0.03;0.03;0.05;0.07;1.48;1.80;2.07
1997.29;5473.910;0.0198;0.0528;0.023;0.026;0.028;0.035;3.258;3.317;3.441;0.003;0.056;0.248;0.150;-0.023;-0.050;-0.094;-0.022;0.207;0.089;0.047;0.03;0.09;0.57;0.80;0.84;0.75;0.74;0.332;0.380;0.407;0.061;0.023;-0.001;-0.002;-0.009;0.000;0.000;0.000;0.901;0.556;0.046;0.229;0.558;0.941;-0.142;-0.329;-0.448;-0.528;-0.593;0.910;1.148;0.167;0.0689;0.0459;0.15;0.20;0.19;0.13;0.11;0.16;0.12;0.10;0.11;0.12;0.13;0.13;0.10;0.12;0.20;0.03;0.10;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.10;-0.03;0.09;0.05;0.04;0.08;0.08;0.09;0.10;0.12;0.09;-0.21;0.82;0.95;0.90;0.61;1.27;1.58;1.46;1.43;0.41;0.29;0.23;0.08;0.05;0.05;0.05;0.05;0.04;-0.01;0.03;0.03;0.03;0.05;0.07;1.55;1.84;2.07
1997.38;5982.240;0.0182;0.0486;0.022;0.025;0.027;0.035;3.333;3.399;3.522;0.002;0.041;0.331;0.166;0.003;-0.036;-0.064;-0.029;0.252;0.127;0.061;0.05;0.12;1.59;1.39;1.09;0.92;1.25;0.429;0.465;0.502;0.110;0.028;0.000;-0.001;-0.004;-0.001;0.031;0.000;0.946;0.607;0.000;0.258;0.579;0.990;-0.205;-0.367;-0.495;-0.568;-0.627;0.833;1.200;0.000;0.0671;0.0454;0.24;0.24;0.22;0.15;0.12;0.20;0.13;0.10;0.11;0.13;0.14;0.14;0.10;0.12;0.24;0.05;0.10;0.07;0.00;0.00;0.00;0.00;0.00;0.38;0.00;0.06;-0.01;0.12;0.06;0.06;0.08;0.09;0.10;0.10;0.12;0.09;2.29;1.67;1.43;1.10;1.62;1.26;1.58;1.48;1.44;0.33;0.26;0.20;0.05;0.04;0.03;0.04;0.05;0.03;-0.01;0.02;0.03;0.03;0.05;0.06;1.60;1.91;2.07
1997.46;6293.660;0.0173;0.0463;0.021;0.025;0.027;0.035;3.370;3.442;3.564;0.002;0.047;0.376;0.173;0.027;-0.058;-0.044;0.006;0.253;0.153;0.074;0.06;0.14;1.76;1.57;1.16;0.99;1.37;0.493;0.517;0.559;0.142;0.030;0.001;-0.003;-0.002;0.000;0.076;0.000;0.995;0.664;0.000;0.307;0.613;1.129;-0.235;-0.380;-0.520;-0.581;-0.637;0.792;1.263;0.000;0.0649;0.0439;0.36;0.25;0.24;0.16;0.13;0.23;0.13;0.10;0.12;0.13;0.14;0.15;0.10;0.13;0.36;0.08;0.10;0.07;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.04;0.02;0.13;0.06;0.08;0.09;0.09;0.10;0.10;0.12;0.10;2.34;1.82;1.57;1.17;1.73;1.23;1.63;1.49;1.45;0.26;0.23;0.16;0.03;0.02;0.01;0.03;0.04;0.03;0.00;0.01;0.02;0.02;0.05;0.06;1.60;1.91;2.07
1997.54;6646.401;0.0164;0.0439;0.020;0.025;0.026;0.034;3.412;3.489;3.610;0.003;0.057;0.426;0.130;0.056;-0.047;-0.051;0.029;0.289;0.169;0.085;0.08;0.16;1.91;1.67;1.23;1.05;1.46;0.553;0.578;0.622;0.181;0.017;0.003;-0.002;-0.003;0.001;0.126;0.000;1.054;0.733;0.000;0.433;0.645;1.211;-0.276;-0.392;-0.546;-0.603;-0.646;0.750;1.334;0.000;0.0622;0.0419;0.39;0.28;0.26;0.17;0.16;0.25;0.14;0.10;0.12;0.14;0.14;0.15;0.10;0.13;0.39;0.09;0.11;0.07;0.00;0.00;0.00;0.00;0.00;0.56;0.15;0.05;0.08;0.14;0.09;0.10;0.10;0.10;0.11;0.10;0.12;0.11;2.20;1.96;1.68;1.24;1.77;1.15;1.54;1.43;1.37;0.20;0.19;0.15;0.01;0.02;0.03;0.02;0.04;0.02;-0.01;0.01;0.02;0.02;0.05;0.05;1.60;1.91;2.07
1997.63;6657.107;0.0165;0.0438;0.019;0.025;0.026;0.034;3.401;3.484;3.603;0.002;0.048;0.422;0.153;0.054;-0.046;-0.148;0.081;0.293;0.178;0.083;0.07;0.16;1.55;1.45;1.13;0.99;1.28;0.552;0.583;0.631;0.178;0.023;0.003;-0.002;-0.022;0.007;0.122;0.000;1.111;0.797;0.000;0.395;0.643;1.200;-0.277;-0.392;-0.546;-0.604;-0.626;0.749;1.336;0.000;0.0630;0.0440;0.37;0.26;0.25;0.17;0.17;0.24;0.14;0.11;0.13;0.14;0.14;0.14;0.11;0.13;0.37;0.08;0.11;0.07;0.00;0.00;0.00;0.00;0.00;0.54;0.00;0.04;0.13;0.13;0.10;0.11;0.10;0.10;0.11;0.11;0.12;0.11;1.53;1.62;1.48;1.16;1.45;1.18;1.58;1.45;1.40;0.25;0.22;0.15;-0.01;0.02;0.03;0.02;0.04;0.02;-0.01;0.01;0.02;0.02;0.05;0.05;1.66;1.97;2.07
1997.71;6719.778;0.0164;0.0434;0.018;0.024;0.026;0.034;3.398;3.486;3.605;0.003;0.053;0.426;0.165;0.083;-0.050;-0.206;0.040;0.311;0.180;0.079;0.05;0.16;1.38;1.32;1.06;0.95;1.18;0.552;0.595;0.647;0.181;0.027;0.007;-0.003;-0.042;0.002;0.126;0.000;1.166;0.859;0.000;0.385;0.603;1.219;-0.278;-0.376;-0.549;-0.608;-0.629;0.742;1.348;0.000;0.0621;0.0438;0.33;0.26;0.26;0.18;0.17;0.24;0.14;0.12;0.13;0.14;0.14;0.14;0.12;0.13;0.33;0.07;0.11;0.07;0.00;0.00;0.00;0.00;0.01;0.54;0.00;0.03;0.18;0.13;0.11;0.11;0.10;0.10;0.11;0.11;0.12;0.11;1.22;1.46;1.36;1.10;1.29;1.16;1.60;1.46;1.41;0.15;0.19;0.15;-0.01;0.01;0.03;0.02;0.03;0.02;0.00;0.01;0.02;0.02;0.05;0.05;1.66;1.97;2.07
1997.79;6813.471;0.0162;0.0424;0.019;0.026;0.026;0.034;3.400;3.494;3.611;0.004;0.067;0.434;0.197;0.083;-0.071;-0.240;-0.095;0.336;0.190;0.086;0.03;0.16;1.28;1.24;1.02;0.93;1.12;0.556;0.609;0.667;0.189;0.039;0.007;-0.005;-0.058;-0.009;0.134;0.000;1.214;0.916;0.000;0.353;0.615;1.285;-0.261;-0.381;-0.556;-0.613;-0.635;0.731;1.367;0.000;0.0603;0.0414;0.29;0.26;0.27;0.17;0.17;0.23;0.14;0.14;0.12;0.14;0.14;0.14;0.12;0.14;0.29;0.06;0.11;0.07;0.00;0.00;0.00;0.00;0.03;0.54;0.00;0.06;0.21;0.12;0.13;0.07;0.10;0.11;0.12;0.11;0.12;0.10;1.32;1.37;1.29;1.07;1.26;1.19;1.69;1.50;1.46;0.07;0.17;0.14;-0.03;0.01;0.04;0.03;0.04;0.01;0.00;0.01;0.02;0.02;0.05;0.05;1.66;1.97;2.07
1997.88;6739.181;0.0164;0.0426;0.018;0.026;0.026;0.034;3.378;3.476;3.592;0.006;0.079;0.418;0.239;0.102;-0.050;-0.219;-0.232;0.332;0.194;0.088;0.03;0.16;0.91;1.03;0.92;0.86;0.93;0.533;0.596;0.660;0.175;0.057;0.010;-0.003;-0.048;-0.054;0.118;0.000;1.254;0.961;0.011;0.290;0.577;1.227;-0.216;-0.359;-0.546;-0.609;-0.631;0.740;1.367;0.083;0.0588;0.0405;0.26;0.23;0.27;0.16;0.16;0.22;0.14;0.14;0.12;0.13;0.14;0.13;0.12;0.13;0.27;0.05;0.11;0.07;0.00;0.00;0.00;0.00;0.03;0.50;0.00;0.07;0.20;0.10;0.12;0.04;0.09;0.11;0.12;0.11;0.13;0.10;0.73;1.06;1.12;0.98;0.97;1.22;1.73;1.57;1.51;0.10;0.17;0.13;-0.03;0.02;0.02;0.03;0.04;-0.01;0.00;0.01;0.02;0.02;0.05;0.05;1.66;1.97;2.07
1997.96;6925.343;0.0161;0.0413;0.014;0.022;0.025;0.034;3.394;3.497;3.613;0.006;0.079;0.440;0.245;0.131;-0.023;-0.179;-0.251;0.354;0.198;0.091;0.04;0.17;1.03;1.07;0.93;0.87;0.98;0.548;0.624;0.694;0.194;0.060;0.017;-0.001;-0.032;-0.063;0.140;0.000;1.300;1.010;0.000;0.296;0.549;1.190;-0.228;-0.355;-0.543;-0.619;-0.640;0.720;1.390;0.000;0.0581;0.0443;0.26;0.25;0.27;0.17;0.17;0.22;0.14;0.14;0.12;0.13;0.14;0.13;0.12;0.13;0.27;0.06;0.11;0.07;0.00;0.00;0.00;0.00;0.03;0.52;0.00;0.04;0.17;0.11;0.10;0.02;0.09;0.11;0.12;0.12;0.13;0.10;2.36;1.19;1.15;0.99;1.42;1.20;1.69;1.58;1.49;0.19;0.19;0.11;-0.02;0.02;0.03;0.03;0.03;-0.02;0.00;0.01;0.02;0.01;0.05;0.05;1.66;1.98;2.07
1998.04;6928.905;0.0161;0.0412;0.013;0.021;0.025;0.034;3.384;3.492;3.606;0.009;0.095;0.435;0.269;0.121;-0.032;-0.197;-0.217;0.369;0.214;0.092;0.04;0.18;0.82;0.95;0.87;0.83;0.87;0.533;0.619;0.700;0.189;0.072;0.015;-0.001;-0.039;-0.047;0.135;0.000;1.342;1.056;0.000;0.259;0.557;1.199;-0.206;-0.355;-0.544;-0.619;-0.641;0.719;1.390;0.000;0.0554;0.0429;0.21;0.21;0.26;0.17;0.15;0.20;0.14;0.13;0.11;0.13;0.13;0.13;0.11;0.13;0.26;0.05;0.11;0.07;0.00;0.00;0.00;0.00;0.02;0.50;0.00;-0.06;0.14;0.09;0.06;0.02;0.08;0.11;0.12;0.12;0.13;0.10;1.66;1.03;1.05;0.94;1.17;1.24;1.75;1.60;1.53;0.23;0.21;0.10;-0.02;0.02;0.04;0.03;0.03;-0.02;0.00;0.01;0.02;0.01;0.05;0.05;1.72;2.03;2.07
1998.13;7358.873;0.0152;0.0387;0.012;0.020;0.024;0.033;3.434;3.547;3.660;0.007;0.084;0.490;0.303;0.170;-0.023;-0.094;-0.192;0.389;0.229;0.107;0.05;0.19;1.35;1.16;0.96;0.90;1.09;0.593;0.685;0.767;0.240;0.092;0.029;-0.001;-0.009;-0.037;0.190;0.000;1.395;1.115;0.000;0.286;0.566;1.304;-0.222;-0.362;-0.566;-0.642;-0.662;0.677;1.477;0.000;0.0557;0.0438;0.30;0.26;0.27;0.18;0.15;0.23;0.14;0.14;0.11;0.13;0.14;0.13;0.11;0.13;0.30;0.07;0.12;0.08;0.00;0.00;0.00;0.00;0.03;0.59;0.26;-0.07;0.11;0.11;0.05;0.05;0.09;0.11;0.13;0.12;0.13;0.10;2.67;1.51;1.25;1.03;1.62;1.22;1.79;1.67;1.56;0.22;0.17;0.08;-0.04;0.01;0.04;0.03;0.02;-0.02;0.00;0.01;0.02;0.01;0.05;0.05;1.80;2.03;2.07
1998.21;7735.536;0.0145;0.0367;0.012;0.019;0.024;0.033;3.474;3.592;3.703;0.005;0.069;0.534;0.289;0.157;-0.011;-0.071;-0.170;0.391;0.242;0.112;0.05;0.20;1.64;1.27;1.00;0.94;1.21;0.641;0.740;0.827;0.286;0.083;0.025;0.000;-0.005;-0.029;0.234;0.000;1.457;1.186;0.000;0.363;0.658;1.379;-0.260;-0.393;-0.580;-0.652;-0.678;0.644;1.552;0.000;0.0565;0.0440;0.41;0.29;0.28;0.19;0.16;0.27;0.15;0.15;0.12;0.13;0.14;0.13;0.12;0.14;0.41;0.09;0.12;0.08;0.00;0.00;0.00;0.00;0.04;0.65;0.41;-0.06;0.11;0.12;0.06;0.08;0.09;0.11;0.13;0.12;0.13;0.11;2.39;1.78;1.37;1.09;1.66;1.22;1.75;1.69;1.55;0.16;0.12;0.05;-0.06;0.01;0.04;0.02;0.01;-0.03;-0.01;0.01;0.02;0.00;0.04;0.05;1.80;2.03;2.07
1998.29;7984.282;0.0142;0.0354;0.015;0.019;0.024;0.033;3.495;3.618;3.729;0.004;0.061;0.561;0.248;0.150;-0.033;-0.056;-0.190;0.446;0.257;0.118;0.05;0.22;1.91;1.27;1.00;0.94;1.28;0.655;0.775;0.867;0.314;0.061;0.023;-0.001;-0.003;-0.036;0.261;0.000;1.518;1.257;0.000;0.459;0.715;1.496;-0.283;-0.412;-0.593;-0.656;-0.688;0.624;1.602;0.000;0.0564;0.0414;0.33;0.30;0.28;0.20;0.17;0.26;0.15;0.15;0.12;0.13;0.14;0.13;0.12;0.14;0.33;0.08;0.12;0.08;0.00;0.00;0.00;0.00;0.04;0.68;0.47;-0.02;0.15;0.12;0.08;0.10;0.08;0.12;0.13;0.12;0.13;0.11;1.99;1.93;1.37;1.10;1.60;1.18;1.71;1.69;1.53;0.15;0.12;0.01;-0.06;0.00;0.03;0.02;0.01;-0.04;0.00;0.01;0.02;0.00;0.04;0.05;1.84;2.03;2.07
